Date,Open,High,Low,Close,Volume
2020-02-28,175.66715203190537,177.8540310106438,169.2230333993325,174.02699279785156,11324000
2020-03-02,173.70436224281593,181.5376892089844,173.13971337146077,181.5376892089844,6154200
2020-03-03,181.04469805822325,184.3339738521388,176.70679867408307,178.81300354003906,5115200
2020-03-04,180.98198157645348,185.66943656731289,180.05883381802326,185.54396057128903,4260400
2020-03-05,181.61834653039065,182.75660194267653,175.96294124686128,177.7465057373047,4107200
2020-03-06,172.888747000501,178.87577778486184,171.37407734941547,178.23046875,6360100
2020-03-09,168.2013110655094,174.2958889933329,165.0016662008136,167.475341796875,7788500
2020-03-10,171.14105001896485,179.25221550577282,168.3984933098639,179.12673950195312,5835200
2020-03-11,172.9245652996231,175.43409833806018,166.55215030393822,168.72109985351562,5625100
2020-03-12,156.64847303424423,161.18355082716502,151.80866982914935,152.48086547851562,9079300
2020-03-13,159.76746523793375,160.85194695874986,150.75108265202107,158.75469970703125,8042600
2020-03-16,140.80261139430888,145.12258238950517,132.31501846001137,133.55184936523438,9341300
2020-03-17,132.66457344082676,133.97310700402454,120.99524994976446,132.30606079101562,13708200
2020-03-18,123.23589773410878,127.0091628748364,111.34251628511316,123.05664825439452,12627600
2020-03-19,121.17450579913508,138.77707439125595,114.90964905867652,133.9910430908203,12773400
2020-03-20,137.6567388261825,144.78201182355636,132.44050634474672,133.0858154296875,12000000
2020-03-23,128.12051457559542,137.31616171645166,122.33963352864434,122.8773956298828,10660400
2020-03-24,133.54288313387926,146.0726075342476,130.94373181839487,145.1494598388672,11678400
2020-03-25,147.88308310684982,153.58330431182094,142.70269498663012,146.0726318359375,9708700
2020-03-26,146.97783578007088,153.1978751865884,144.29801065881313,149.98927307128906,8259900
2020-03-27,145.89337602745988,152.1313590983199,142.70268880318392,146.9957733154297,6441400
2020-03-30,147.8113658578316,152.64221221122935,146.60142168568706,150.68836975097656,5621700
2020-03-31,149.53218222479663,151.92519745796665,147.8830652640578,148.19676208496094,4519900
2020-04-01,143.59893441237818,144.6923738952143,140.13040881772588,141.7615966796875,4668900
2020-04-02,138.92045815293633,145.14946950913836,138.92045815293633,144.74615478515625,4803200
2020-04-03,143.67958071863143,145.4003999819077,139.9511321436049,143.697509765625,5050400
2020-04-06,151.64737335891422,159.417955351001,150.78697037288973,158.67405700683594,8330900
2020-04-07,165.3870575181401,165.97859311858204,156.9890954976426,157.37448120117188,7848300
2020-04-08,156.85465513342209,160.8071699912537,156.03906790035896,159.077392578125,5665700
2020-04-09,161.98126145249518,166.2205862151906,160.98641110485923,164.64315795898438,4901300
2020-04-13,163.7289659494353,163.88134236632004,158.5575494143757,161.43453979492188,3182500
2020-04-14,164.68792287905202,165.35116079789978,162.97606145970957,164.9030303955078,3863800
2020-04-15,160.19774135603785,162.1964001218788,158.88023621947085,159.39109802246094,4961500
2020-04-16,158.63820782079668,161.24633079090395,154.39889683087114,160.8788604736328,7120800
2020-04-17,163.40630877697683,167.4305118329759,161.53311293123963,166.79417419433594,6467600
2020-04-20,165.31533486838293,166.50736361175052,162.71618349920126,162.80580139160156,3856500
2020-04-21,158.96981444472578,160.7802655537677,157.8315727837455,159.1580352783203,4758300
2020-04-22,161.9991933657978,168.25509199682432,161.9991933657978,167.134765625,4243600
2020-04-23,166.8479544259152,167.89657817607858,162.51005438014752,163.1553497314453,5050100
2020-04-24,164.24877981226425,165.22571465948852,162.0977589628135,164.92994689941406,3319600
2020-04-27,165.94271896679365,168.82868048585595,165.6021490857875,166.60595703125,4048200
2020-04-28,170.28958873405145,170.28958873405145,166.3191590979796,166.6417999267578,3805000
2020-04-29,168.9721073882643,170.65708266543987,167.49328201473253,168.3357696533203,3465200
2020-04-30,163.11951286421044,168.77491796273884,162.00814422688148,168.10272216796875,7127200
2020-05-01,164.9120461897052,166.29228229804525,163.2539576462584,163.7110595703125,3764800
2020-05-04,162.5010867291506,163.53179512911083,160.31420760671193,163.00299072265625,4027100
2020-05-05,164.49079758399105,164.78656538628715,160.52932518729634,160.64584350585938,3828400
2020-05-06,161.86474472586045,162.33079060688885,158.5127236075592,158.61131286621094,3916900
2020-05-07,160.8788265340509,162.72512174234933,159.8033162227548,162.3307647705078,3039600
2020-05-08,164.19501764398024,164.4011538512422,161.24632487834785,162.42938232421875,3411600
2020-05-11,160.7623141607247,163.90819868996252,160.0005005969545,162.1156768798828,2631300
2020-05-12,163.0926263016687,163.64830378300078,158.13630373030884,158.22592163085938,3610600
2020-05-13,157.90323867845302,158.25279355801106,153.2695714700518,154.89181518554688,4729100
2020-05-14,152.54362405648126,157.43721528115856,150.4374188485978,157.21315002441406,4868400
2020-05-15,155.0979755618674,156.58577216907952,153.8700886386342,155.7791290283203,6879600
2020-05-18,161.38075778830466,162.3576790222285,159.63305152673036,161.17462158203125,4653000
2020-05-19,161.4345219495332,162.6355220460304,159.5971978970593,160.94158935546875,3365000
2020-05-20,163.1195095505429,165.44979372875108,161.83786282562912,165.0016632080078,4920800
2020-05-21,165.07330095451746,166.2384426829264,163.21804828442075,165.87994384765625,2913600
2020-05-22,165.3422416627518,166.12199810879093,164.1770995133368,165.27951049804688,2475200
2020-05-26,169.92212639207787,170.88113226421422,165.12713805897033,165.66488647460938,3990900
2020-05-27,169.16032970336482,169.16928739130796,166.05030250467178,168.2461395263672,3993400
2020-05-28,169.7697895844097,170.71982423873348,167.3498871548215,169.1513671875,3567600
2020-05-29,169.10622112563533,170.2520656100919,167.55438663929695,168.10475158691406,5717200
2020-06-01,168.45660241372303,169.47612041479871,167.4551192324625,169.08816528320312,2168200
