Date,Open,High,Low,Close,Volume
2020-03-01,67.32544468211614,70.15518303500953,50.26130004740152,57.88765335083008,1570716000
2020-04-01,55.99700347939125,67.76185311988577,53.55983940817808,67.09178161621094,1124224000
2020-05-01,65.96537270154772,71.99451944527758,64.56644451123674,71.4171142578125,725130000
2020-06-01,71.02751851007459,73.52296586150595,67.33838513953737,70.64639282226562,814160000
2020-07-01,70.70220278323751,79.0658809968214,70.45359989851936,74.12877655029297,822998000
2020-08-01,74.28073254723397,82.34101414453745,72.9371001534037,81.18221282958984,614564000
2020-09-01,81.31323446556443,85.99326755225245,69.85427062329335,73.01531219482422,836634000
2020-10-01,73.91504905570966,83.76235480157268,71.40265709934437,80.51362609863281,854920000
2020-11-01,80.88378681819523,90.51636309815702,80.3143484271286,87.40315246582031,631912000
2020-12-01,88.01394754204442,91.85850853715569,84.3940664616949,87.31548309326172,608630000
2021-01-01,87.68214061273306,96.25505892385434,84.49868137978741,91.03797149658205,791662000
2021-02-01,91.89636581859178,106.86959027128484,91.89636581859178,100.73033905029295,678324000
2021-03-01,102.03014146855551,105.30526405774862,99.33988907678771,102.7535171508789,756694000
2021-04-01,104.23463671926396,121.12988607588034,104.19378444871612,117.2499542236328,702352000
2021-05-01,117.81839145617444,119.02103245642598,109.28482784786884,117.4168472290039,603480000
2021-06-01,118.29317688215735,122.65087684324364,116.05528723301332,121.64851379394533,544936000
2021-07-01,121.2853267157736,137.79746710819867,121.09252892345836,134.2398681640625,610808000
2021-08-01,134.62896486287752,145.44326263383212,132.83795678364706,144.1748504638672,461586000
2021-09-01,144.47626415572466,145.72573255433537,133.0735993124789,133.1931610107422,590840000
2021-10-01,133.9618682570742,148.11306801826072,130.57664858913483,147.51126098632812,720758000
2021-11-01,147.51126968070855,150.42122266777037,141.0900431567815,141.38497924804688,608378000
2021-12-01,143.479868842595,148.56145361223983,138.817768641783,144.32879638671875,619694000
2022-01-01,144.53106233600062,145.95590516367437,124.05031311849784,134.81478881835938,767206000
2022-02-01,137.09749327744117,150.99909319198127,124.50215492637786,134.5691680908203,928126000
2022-03-01,134.3913206584455,143.27412868935292,124.82251520217407,138.56520080566406,729162000
2022-04-01,138.99612688345448,143.1929187610813,112.32930006402822,113.69733428955078,761152000
2022-05-01,112.99537672147598,122.4107458944992,101.5164889103376,113.35108947753906,850450000
2022-06-01,114.44014368126538,118.91591522097332,104.66656836335792,108.56941986083984,770754000
2022-07-01,107.54314903782362,119.25270019516518,103.69410307120556,115.8998565673828,789529700
2022-08-01,114.88354609429194,121.9877902090776,107.41063566149336,107.82911682128906,515852700
2022-09-01,107.88888950325968,111.21682931697693,95.21483315256675,95.30451202392578,613278900
2022-10-01,96.4105055191994,104.44139040915096,91.4684219252417,94.16863250732422,681488300
2022-11-01,95.10523086076265,100.67504369281036,83.03897166123657,100.6252212524414,716522700
2022-12-01,100.65512038705212,101.88068106892456,85.6295939344304,87.91132354736328,603127800
2023-01-01,89.26639743343627,99.95764403768511,84.55348644189533,98.48298645019533,672897800
2023-02-01,98.35346099722574,107.78925680659492,88.26005304456807,89.73470306396484,952580200
2023-03-01,89.65499631006996,106.20499413026052,89.0970138563069,103.35533142089844,859933900
2023-04-01,102.02016086080796,108.77566989707306,101.56182331931493,106.95227813720705,604106300
2023-05-01,106.45409424493452,125.9733398465222,103.3354024251785,122.42620086669922,820545400
2023-06-01,122.3763724203496,128.5738993221042,115.68064392260212,119.26763916015624,656756700
2023-07-01,118.80930233422148,133.256935856133,114.93335364381056,132.24061584472656,708341500
2023-08-01,130.30763053377603,137.50155361301168,125.92352150690668,135.67816162109375,593289000
2023-09-01,136.96351174981925,138.657368439932,126.76049236833028,130.38734436035156,477542100
2023-10-01,130.73607981116442,140.70991849565488,119.77580390403766,123.63182830810548,680712800
2023-11-01,123.62185850497876,138.91641274119192,123.27312422633622,132.05130004882812,535220300
2023-12-01,131.38372031613596,142.16463040840867,127.43802480757957,139.18544006347656,619903000
2024-01-01,138.04955919623464,153.22454404240517,134.66183090457002,139.59396362304688,580875000
2024-02-01,141.60666871125525,148.9002367364293,134.92091322518792,137.95989990234375,647669400
2024-03-01,137.92999122518748,151.71003985720216,130.1980253878257,150.3848419189453,672605900
2024-04-01,150.14571912792314,174.07896457562146,149.05965979188306,162.19204711914062,659471000
2024-05-01,163.7065443995719,178.12427935574635,162.4610594531413,171.87692260742188,542406800
2024-06-01,171.91677628340042,185.3779876943213,170.54177120226996,181.4920654296875,461090300
2024-07-01,182.5781890332832,191.2766649217291,163.65501528070317,171.11654663085938,526128300
2024-08-01,169.82975220018693,173.6203752641516,154.54756102499096,162.97671508789062,550739500
2024-09-01,161.32080264219923,165.739860079509,146.85659524264824,165.44061279296875,532616600
2024-10-01,167.4980403871689,181.81163804058232,159.55714414691852,170.91412353515625,569309100
2024-11-01,169.87532004334454,182.28110044567703,163.5126017232616,168.756591796875,529990600
2024-12-01,168.57680111569906,201.1894182169629,168.3770331183413,189.0832977294922,645610200
2025-01-01,190.6499938964844,205.47999572753903,187.3600006103516,204.0200042724609,500375500
2025-02-01,200.69000244140625,207.0500030517578,167.94000244140625,168.5,619501581
