Date,Open,High,Low,Close,Volume
2020-03-01,193.2916435642791,196.4894350268329,136.57829036305097,166.16526794433594,649467700
2020-04-01,161.00497567263227,208.8920601525404,150.25604200707906,203.93101501464844,541334600
2020-05-01,200.8328422302181,239.98327878339015,198.00363794619096,224.2334442138672,509476500
2020-06-01,223.73532868927657,244.25694234849365,206.3218523396699,226.20590209960935,548043800
2020-07-01,227.6304652339674,254.8763935205981,226.03654779974224,252.7046813964844,517599700
2020-08-01,251.6885774211921,303.51064363745866,246.48844002513127,292.08428955078125,574239100
2020-09-01,293.58849211781416,302.4446764047927,243.200984331692,260.9033508300781,499115300
2020-10-01,264.3402306015721,284.1545244432006,253.85030317919345,262.1087341308594,454101600
2020-11-01,263.59309346378234,296.2483507678716,256.3607110429381,275.916015625,356771600
2020-12-01,278.09771255744977,290.66968464706184,263.623004966903,272.1205444335937,363901000
2021-01-01,273.7343362791002,285.6986425113723,243.6791486344158,257.346923828125,452633100
2021-02-01,258.5323813578768,275.5474001572106,253.0732398456712,256.6396179199219,317775200
2021-03-01,259.82746990886824,298.56946016177227,252.53531850423357,293.4091796875,497416700
2021-04-01,297.26448950236846,330.547357753145,294.91348462597875,323.84295654296875,421257700
2021-05-01,324.9288091730777,332.5098355590476,297.05527305338927,327.47906494140625,353423700
2021-06-01,328.89366481556283,356.77717435232177,322.2490633794462,346.3868408203125,344810400
2021-07-01,345.5002170034212,376.1132574746957,333.22709228711227,354.9441223144531,335420300
2021-08-01,356.73729007700604,381.3034524053221,346.37687238302595,377.9363098144531,226132300
2021-09-01,378.14551670712825,382.8674695342754,336.8632087255414,338.0985107421875,338121800
2021-10-01,340.310012223011,343.7070393524688,306.9374941517422,322.33868408203125,588382500
2021-11-01,324.79928520270624,352.4835103361887,321.97009628002814,323.22528076171875,441125000
2021-12-01,329.03313136110205,351.367797839479,298.36029033026944,335.070068359375,438246900
2022-01-01,337.012623184087,341.78440386114164,287.9102129237388,312.06793212890625,427237300
2022-02-01,313.362946332684,326.75180313725275,189.4961231452292,210.2269287109375,1128039600
2022-03-01,209.07134885235365,230.270368016002,185.11288168342372,221.51382446289065,733274500
2022-04-01,223.6955065002599,235.9586599247196,168.35689193836325,199.70713806152344,672255000
2022-05-01,200.40446607843884,223.44645206602573,175.4398318070834,192.9031219482422,680548800
2022-06-01,195.76220001276556,201.2611985912792,153.66302069139113,160.63638305664062,685975600
2022-07-01,159.6999394569321,183.1503667334071,154.2607259450447,158.4945526123047,586482400
2022-08-01,156.65160414898978,182.40324118159327,154.63928675840904,162.3099822998047,551922900
2022-09-01,162.9575021221099,170.73777892539945,133.60960474556765,135.16366577148438,635014800
2022-10-01,136.6181434132481,141.84816569786022,92.24762963327636,92.80550384521484,1107662200
2022-11-01,93.97103893724793,118.28814529919389,87.75477912823223,117.65058135986328,1063791200
2022-12-01,118.74639592863804,124.1955817282466,112.03204630296756,119.8820571899414,653019800
2023-01-01,122.35262967737012,152.60706469272745,121.81468364083597,148.4031219482422,548770600
2023-02-01,147.46669069875523,196.4097380123199,146.50038068611985,174.2742919921875,772170900
2023-03-01,173.92560986111752,211.36260438627056,170.77763130779843,211.13348388671875,690053000
2023-04-01,208.04525770048727,240.7702534154413,206.341773601772,239.4054718017578,446687900
2023-05-01,237.71193277486444,267.62765315507704,228.975317732062,263.7126159667969,486968500
2023-06-01,264.88816837459035,288.6872746849512,257.8948924267721,285.8879699707031,480979900
2023-07-01,285.60900228834333,324.9586887551962,283.7660362089736,317.3876037597656,624605100
2023-08-01,316.3316453370507,322.9065358509316,273.3358822716329,294.7640380859375,423147800
2023-09-01,298.2307661201494,311.6793929307488,285.69865169846406,299.06756591796875,406686600
2023-10-01,301.5879424292273,329.2821704540147,278.3367641940671,300.12353515625,511307900
2023-11-01,300.7013484013287,341.61506823411816,300.7013484013287,325.9050598144531,329270500
2023-12-01,324.2414339555306,360.52282477778,312.4664063200223,352.613037109375,332813800
2024-01-01,349.9830844011399,404.8136117659069,338.71612622169,388.6553649902344,347020200
2024-02-01,392.4409014668953,492.4787457434829,391.55427368401735,488.2648620605469,466151400
2024-03-01,490.7574432174126,522.1309987363778,474.6917354351275,484.2453918457031,279558900
2024-04-01,485.86095460524274,530.029202685389,413.3607566460703,428.9877014160156,437131800
2024-05-01,427.4220280732824,481.1738814944154,425.9361025422471,465.54693603515625,282474800
2024-06-01,469.5658691254304,521.442916322115,466.9530748286545,502.8341979980469,226950900
2024-07-01,504.06218431504846,541.8556023823796,441.8717049540807,473.9951171875,324005400
2024-08-01,520.0839190960742,543.2730539957147,450.0073404603255,520.3933715820312,323379200
2024-09-01,518.7263229820045,576.3847723633476,494.728584383294,571.4334716796875,246438000
2024-10-01,577.5141398036872,602.4640461802177,561.0674452757673,567.12255859375,265878300
2024-11-01,567.1525028722392,599.1766590056949,548.6074643064724,573.8571166992188,237811200
2024-12-01,577.0345322775074,637.8854709847928,575.1060951849214,585.0380859375,263222700
2025-01-01,589.719970703125,710.7899780273438,587.8200073242188,689.1799926757812,317942200
2025-02-01,675.9099731445312,740.9099731445312,641.8599853515625,658.239990234375,293038907
