Date,Open,High,Low,Close,Volume
2020-02-24,68.21709394658203,69.40622001102992,62.21563736129434,66.33875274658203,747115600
2020-03-02,68.5034416870498,73.77443092999793,67.39682581557798,70.14152526855469,1293800800
2020-03-09,64.00659297486386,69.51298065587147,60.18439832328431,67.45748901367188,1616839600
2020-03-16,58.71618887897305,62.87327802526541,55.33081724844848,55.63174057006836,1620263600
2020-03-23,55.35023650473077,62.77621298973973,51.59599141783072,60.12130737304688,1384190000
2020-03-30,60.84933581797629,63.70081045987796,57.4906555319379,58.58514022827149,837010800
2020-04-06,60.88815482497429,65.93588207114313,60.519285440167145,65.03553771972656,735437600
2020-04-13,65.11322128478459,69.9522425780664,64.51137451943542,68.629638671875,829547200
2020-04-20,67.45262965989463,68.68058478279482,64.41428390099242,68.6708755493164,678844800
2020-04-27,68.38695598588814,72.56103877053023,67.5133172967103,70.15123748779297,790054000
2020-05-04,70.17550366404824,75.31544413023092,69.48386689511402,75.26205444335938,672706400
2020-05-11,74.97181193901537,77.79207486859893,73.05188761996168,74.87690734863281,834147600
2020-05-18,76.20553753725717,78.08409173333993,75.51202845978929,77.59741973876953,532904800
2020-05-25,78.7191811361362,78.89924736580771,76.18605296332188,77.3662338256836,525560400
2020-06-01,77.3200012195524,80.72670465644849,77.18859772198535,80.6658706665039,497736000
2020-06-08,80.36168817541987,86.3282823046596,79.6487157067828,82.44220733642578,811826800
2020-06-15,81.09171301416931,86.76387395155108,80.92867464478454,85.09945678710938,779940400
2020-06-22,85.493639109937,90.61342881836408,85.447404692208,86.0508804321289,883003200
2020-06-29,85.95842641421335,90.14867187148856,85.47905428409099,88.6010513305664,495648000
2020-07-06,90.03430225001921,93.75003956410409,90.00266738809187,93.3631362915039,564072000
2020-07-13,94.67229076036122,97.29058814253338,91.37509137675691,93.75978088378906,718600800
2020-07-20,93.84738563831388,96.60437887632604,86.76873582504383,90.146240234375,665196000
2020-07-27,91.21205232566196,103.57838786224832,90.76187930473236,103.42752075195312,847635600
2020-08-03,105.31580297171858,111.36270320383169,105.01650448659964,108.15067291259766,1003474000
2020-08-10,109.79609990035104,113.15288156236498,106.39056777241572,112.046142578125,941551200
2020-08-17,113.17241190954164,121.75815770513448,111.12470578290608,121.2730484008789,835695200
2020-08-24,125.49276442125692,125.57809448808932,119.98833532105022,121.69963836669922,1063638000
