Date,Open,High,Low,Close,Volume
2020-02-24,156.3264414634849,159.87756646974918,145.49117093338563,155.07252502441406,190187600
2020-03-02,158.23123734690463,167.50630297416518,149.31990436554153,154.65139770507812,313160600
2020-03-09,144.53401947126372,154.97684517809068,132.64585882766502,152.0287322998047,378099100
2020-03-16,134.00502367972874,143.72038205435368,129.21912997688128,131.468505859375,421347800
2020-03-23,131.14307074479484,149.951644163556,126.84534699792832,143.2896728515625,358740500
2020-03-30,145.91233519370766,157.72391780395793,143.5863831693453,147.24281311035156,290191400
2020-04-06,153.45490276729592,162.72038596956466,150.83222775902308,158.06849670410156,229584000
2020-04-13,157.31234982616937,172.29219298522904,155.35013026275956,170.9521484375,238965600
2020-04-20,169.0664642876742,171.09567828791057,158.99694111794875,167.07553100585938,194561900
2020-04-27,169.02815567139547,172.67500358915285,162.13647307193258,167.09466552734375,212120100
2020-05-04,167.01813455990592,177.07807851947766,166.3576788491061,176.7717742919922,158545200
2020-05-11,175.30728287868715,179.48058282857497,168.15715642090476,175.31686401367188,196126700
2020-05-18,177.79595642909237,178.6765591443583,174.72340615272185,175.65187072753906,143271300
2020-05-25,178.8574416065947,179.01102025967504,169.50856445284273,175.8915252685547,151531300
2020-06-01,175.21002773069125,180.19162357339377,174.0678249535787,179.6829071044922,149383400
2020-06-08,178.4735096776105,190.54835666620625,177.03374275816682,180.20123291015625,203096100
2020-06-15,177.1680958717712,191.2873999704439,176.62097748807312,187.3136444091797,168517400
2020-06-22,187.9279495681707,195.7602842598007,187.05450219787085,188.4462738037109,182956600
2020-06-29,187.91834293376965,199.6668441295867,185.7778939375424,197.97750854492188,122388900
2020-07-06,200.4443071948254,207.69113532181424,199.6380414163532,205.08995056152344,158397600
2020-07-13,205.8674648956616,207.13446679277945,193.3031026462408,194.7332763671875,169482800
2020-07-20,196.76811158730288,205.34912328477307,189.57887140843252,193.21669006347656,231764900
2020-07-27,193.37988196913767,196.8641223599276,191.01865794030672,196.77772521972656,149168500
2020-08-03,203.02632658400785,208.9005706377955,201.86490821554943,203.94776916503903,217546700
2020-08-10,203.17027842569465,203.3718522098717,194.98280621918312,200.51150512695312,141723900
2020-08-17,201.18342828970535,207.5663888395233,200.5211331911937,204.46609497070312,132379400
2020-08-24,206.66336869545097,222.40438524034587,204.39265920476788,220.2491455078125,171999700
2020-08-31,218.4114317921802,224.0497186803297,197.42661772100652,206.14382934570312,206644900
2020-09-07,198.6870186615971,206.71146906365095,193.62603741830603,196.3104705810547,167684900
2020-09-14,196.5125061421549,202.67997016291343,188.82480558731032,192.80816650390625,167764400
